kab_kota,tahun,bulan,TB_SO,TB_RO,total_TB,proporsi_RO,bulan_num,date
Kab. Bandung,2020,Januari,937.0,1.0,938.0,0.0010660980810234541,1,2020-01-01
Kab. Bandung,2020,Februari,704.0,3.0,707.0,0.004243281471004243,2,2020-02-01
Kab. Bandung,2020,Maret,737.0,2.0,739.0,0.0027063599458728013,3,2020-03-01
Kab. Bandung,2020,April,431.0,1.0,432.0,0.0023148148148148147,4,2020-04-01
Kab. Bandung,2020,Mei,364.0,0.0,364.0,0.0,5,2020-05-01
Kab. Bandung,2020,Juni,529.0,1.0,530.0,0.0018867924528301887,6,2020-06-01
Kab. Bandung,2020,Juli,594.0,7.0,601.0,0.011647254575707155,7,2020-07-01
Kab. Bandung,2020,Agustus,438.0,4.0,442.0,0.00904977375565611,8,2020-08-01
Kab. Bandung,2020,September,548.0,2.0,550.0,0.0036363636363636364,9,2020-09-01
Kab. Bandung,2020,Oktober,522.0,5.0,527.0,0.009487666034155597,10,2020-10-01
Kab. Bandung,2020,November,454.0,6.0,460.0,0.013043478260869565,11,2020-11-01
Kab. Bandung,2020,Desember,398.0,3.0,401.0,0.007481296758104738,12,2020-12-01
Kab. Bandung Barat,2020,Januari,256.0,1.0,257.0,0.0038910505836575876,1,2020-01-01
Kab. Bandung Barat,2020,Februari,228.0,3.0,231.0,0.012987012987012988,2,2020-02-01
Kab. Bandung Barat,2020,Maret,183.0,3.0,186.0,0.016129032258064516,3,2020-03-01
Kab. Bandung Barat,2020,April,83.0,0.0,83.0,0.0,4,2020-04-01
Kab. Bandung Barat,2020,Mei,54.0,1.0,55.0,0.01818181818181818,5,2020-05-01
Kab. Bandung Barat,2020,Juni,150.0,2.0,152.0,0.013157894736842105,6,2020-06-01
Kab. Bandung Barat,2020,Juli,142.0,3.0,145.0,0.020689655172413793,7,2020-07-01
Kab. Bandung Barat,2020,Agustus,118.0,2.0,120.0,0.016666666666666666,8,2020-08-01
Kab. Bandung Barat,2020,September,129.0,3.0,132.0,0.022727272727272728,9,2020-09-01
Kab. Bandung Barat,2020,Oktober,127.0,4.0,131.0,0.030534351145038167,10,2020-10-01
Kab. Bandung Barat,2020,November,112.0,1.0,113.0,0.008849557522123894,11,2020-11-01
Kab. Bandung Barat,2020,Desember,107.0,3.0,110.0,0.02727272727272727,12,2020-12-01
Kab. Bekasi,2020,Januari,728.0,2.0,730.0,0.0027397260273972603,1,2020-01-01
Kab. Bekasi,2020,Februari,582.0,1.0,583.0,0.0017152658662092624,2,2020-02-01
Kab. Bekasi,2020,Maret,585.0,2.0,587.0,0.0034071550255536627,3,2020-03-01
Kab. Bekasi,2020,April,364.0,2.0,366.0,0.00546448087431694,4,2020-04-01
Kab. Bekasi,2020,Mei,253.0,0.0,253.0,0.0,5,2020-05-01
Kab. Bekasi,2020,Juni,405.0,3.0,408.0,0.007352941176470588,6,2020-06-01
Kab. Bekasi,2020,Juli,360.0,4.0,364.0,0.01098901098901099,7,2020-07-01
Kab. Bekasi,2020,Agustus,381.0,1.0,382.0,0.002617801047120419,8,2020-08-01
Kab. Bekasi,2020,September,353.0,2.0,355.0,0.005633802816901409,9,2020-09-01
Kab. Bekasi,2020,Oktober,340.0,1.0,341.0,0.002932551319648094,10,2020-10-01
Kab. Bekasi,2020,November,422.0,1.0,423.0,0.002364066193853428,11,2020-11-01
Kab. Bekasi,2020,Desember,295.0,2.0,297.0,0.006734006734006734,12,2020-12-01
Kab. Bogor,2020,Januari,1603.0,60.0,1663.0,0.03607937462417318,1,2020-01-01
Kab. Bogor,2020,Februari,1469.0,56.0,1525.0,0.036721311475409836,2,2020-02-01
Kab. Bogor,2020,Maret,1319.0,63.0,1382.0,0.045586107091172216,3,2020-03-01
Kab. Bogor,2020,April,891.0,33.0,924.0,0.03571428571428571,4,2020-04-01
Kab. Bogor,2020,Mei,709.0,18.0,727.0,0.024759284731774415,5,2020-05-01
Kab. Bogor,2020,Juni,1101.0,36.0,1137.0,0.0316622691292876,6,2020-06-01
Kab. Bogor,2020,Juli,1260.0,43.0,1303.0,0.03300076745970836,7,2020-07-01
Kab. Bogor,2020,Agustus,1072.0,41.0,1113.0,0.036837376460017966,8,2020-08-01
Kab. Bogor,2020,September,964.0,36.0,1000.0,0.036,9,2020-09-01
Kab. Bogor,2020,Oktober,822.0,32.0,854.0,0.03747072599531616,10,2020-10-01
Kab. Bogor,2020,November,875.0,43.0,918.0,0.046840958605664486,11,2020-11-01
Kab. Bogor,2020,Desember,727.0,30.0,757.0,0.03963011889035667,12,2020-12-01
Kab. Ciamis,2020,Januari,207.0,1.0,208.0,0.004807692307692308,1,2020-01-01
Kab. Ciamis,2020,Februari,166.0,3.0,169.0,0.01775147928994083,2,2020-02-01
Kab. Ciamis,2020,Maret,181.0,2.0,183.0,0.01092896174863388,3,2020-03-01
Kab. Ciamis,2020,April,122.0,0.0,122.0,0.0,4,2020-04-01
Kab. Ciamis,2020,Mei,82.0,0.0,82.0,0.0,5,2020-05-01
Kab. Ciamis,2020,Juni,155.0,1.0,156.0,0.00641025641025641,6,2020-06-01
Kab. Ciamis,2020,Juli,130.0,3.0,133.0,0.022556390977443608,7,2020-07-01
Kab. Ciamis,2020,Agustus,119.0,1.0,120.0,0.008333333333333333,8,2020-08-01
Kab. Ciamis,2020,September,144.0,0.0,144.0,0.0,9,2020-09-01
Kab. Ciamis,2020,Oktober,99.0,1.0,100.0,0.01,10,2020-10-01
Kab. Ciamis,2020,November,121.0,5.0,126.0,0.03968253968253968,11,2020-11-01
Kab. Ciamis,2020,Desember,119.0,0.0,119.0,0.0,12,2020-12-01
Kab. Cianjur,2020,Januari,652.0,17.0,669.0,0.025411061285500747,1,2020-01-01
Kab. Cianjur,2020,Februari,583.0,15.0,598.0,0.02508361204013378,2,2020-02-01
Kab. Cianjur,2020,Maret,569.0,13.0,582.0,0.022336769759450172,3,2020-03-01
Kab. Cianjur,2020,April,346.0,4.0,350.0,0.011428571428571429,4,2020-04-01
Kab. Cianjur,2020,Mei,262.0,1.0,263.0,0.0038022813688212928,5,2020-05-01
Kab. Cianjur,2020,Juni,380.0,3.0,383.0,0.007832898172323759,6,2020-06-01
Kab. Cianjur,2020,Juli,513.0,8.0,521.0,0.015355086372360844,7,2020-07-01
Kab. Cianjur,2020,Agustus,405.0,9.0,414.0,0.021739130434782608,8,2020-08-01
Kab. Cianjur,2020,September,421.0,4.0,425.0,0.009411764705882352,9,2020-09-01
Kab. Cianjur,2020,Oktober,408.0,6.0,414.0,0.014492753623188406,10,2020-10-01
Kab. Cianjur,2020,November,365.0,4.0,369.0,0.01084010840108401,11,2020-11-01
Kab. Cianjur,2020,Desember,318.0,4.0,322.0,0.012422360248447204,12,2020-12-01
Kab. Cirebon,2020,Januari,561.0,9.0,570.0,0.015789473684210527,1,2020-01-01
Kab. Cirebon,2020,Februari,456.0,7.0,463.0,0.01511879049676026,2,2020-02-01
Kab. Cirebon,2020,Maret,436.0,5.0,441.0,0.011337868480725623,3,2020-03-01
Kab. Cirebon,2020,April,242.0,4.0,246.0,0.016260162601626018,4,2020-04-01
Kab. Cirebon,2020,Mei,194.0,1.0,195.0,0.005128205128205128,5,2020-05-01
Kab. Cirebon,2020,Juni,335.0,7.0,342.0,0.02046783625730994,6,2020-06-01
Kab. Cirebon,2020,Juli,355.0,4.0,359.0,0.011142061281337047,7,2020-07-01
Kab. Cirebon,2020,Agustus,275.0,3.0,278.0,0.01079136690647482,8,2020-08-01
Kab. Cirebon,2020,September,287.0,4.0,291.0,0.013745704467353952,9,2020-09-01
Kab. Cirebon,2020,Oktober,271.0,4.0,275.0,0.014545454545454545,10,2020-10-01
Kab. Cirebon,2020,November,265.0,5.0,270.0,0.018518518518518517,11,2020-11-01
Kab. Cirebon,2020,Desember,211.0,4.0,215.0,0.018604651162790697,12,2020-12-01
Kab. Garut,2020,Januari,612.0,1.0,613.0,0.0016313213703099511,1,2020-01-01
Kab. Garut,2020,Februari,501.0,5.0,506.0,0.009881422924901186,2,2020-02-01
Kab. Garut,2020,Maret,492.0,2.0,494.0,0.004048582995951417,3,2020-03-01
Kab. Garut,2020,April,314.0,4.0,318.0,0.012578616352201259,4,2020-04-01
Kab. Garut,2020,Mei,250.0,1.0,251.0,0.00398406374501992,5,2020-05-01
Kab. Garut,2020,Juni,371.0,5.0,376.0,0.013297872340425532,6,2020-06-01
Kab. Garut,2020,Juli,417.0,7.0,424.0,0.01650943396226415,7,2020-07-01
Kab. Garut,2020,Agustus,384.0,1.0,385.0,0.0025974025974025974,8,2020-08-01
Kab. Garut,2020,September,406.0,4.0,410.0,0.00975609756097561,9,2020-09-01
Kab. Garut,2020,Oktober,326.0,2.0,328.0,0.006097560975609756,10,2020-10-01
Kab. Garut,2020,November,374.0,6.0,380.0,0.015789473684210527,11,2020-11-01
Kab. Garut,2020,Desember,305.0,4.0,309.0,0.012944983818770227,12,2020-12-01
Kab. Indramayu,2020,Januari,222.0,3.0,225.0,0.013333333333333334,1,2020-01-01
Kab. Indramayu,2020,Februari,205.0,3.0,208.0,0.014423076923076924,2,2020-02-01
Kab. Indramayu,2020,Maret,228.0,2.0,230.0,0.008695652173913044,3,2020-03-01
Kab. Indramayu,2020,April,110.0,2.0,112.0,0.017857142857142856,4,2020-04-01
Kab. Indramayu,2020,Mei,88.0,2.0,90.0,0.022222222222222223,5,2020-05-01
Kab. Indramayu,2020,Juni,175.0,1.0,176.0,0.005681818181818182,6,2020-06-01
Kab. Indramayu,2020,Juli,161.0,7.0,168.0,0.041666666666666664,7,2020-07-01
Kab. Indramayu,2020,Agustus,148.0,6.0,154.0,0.03896103896103896,8,2020-08-01
Kab. Indramayu,2020,September,153.0,3.0,156.0,0.019230769230769232,9,2020-09-01
Kab. Indramayu,2020,Oktober,124.0,2.0,126.0,0.015873015873015872,10,2020-10-01
Kab. Indramayu,2020,November,113.0,2.0,115.0,0.017391304347826087,11,2020-11-01
Kab. Indramayu,2020,Desember,104.0,3.0,107.0,0.028037383177570093,12,2020-12-01
Kab. Karawang,2020,Januari,851.0,11.0,862.0,0.012761020881670533,1,2020-01-01
Kab. Karawang,2020,Februari,660.0,4.0,664.0,0.006024096385542169,2,2020-02-01
Kab. Karawang,2020,Maret,642.0,4.0,646.0,0.006191950464396285,3,2020-03-01
Kab. Karawang,2020,April,407.0,0.0,407.0,0.0,4,2020-04-01
Kab. Karawang,2020,Mei,253.0,2.0,255.0,0.00784313725490196,5,2020-05-01
Kab. Karawang,2020,Juni,458.0,3.0,461.0,0.006507592190889371,6,2020-06-01
Kab. Karawang,2020,Juli,437.0,4.0,441.0,0.009070294784580499,7,2020-07-01
Kab. Karawang,2020,Agustus,397.0,4.0,401.0,0.00997506234413965,8,2020-08-01
Kab. Karawang,2020,September,381.0,3.0,384.0,0.0078125,9,2020-09-01
Kab. Karawang,2020,Oktober,372.0,5.0,377.0,0.013262599469496022,10,2020-10-01
Kab. Karawang,2020,November,333.0,4.0,337.0,0.011869436201780416,11,2020-11-01
Kab. Karawang,2020,Desember,225.0,3.0,228.0,0.013157894736842105,12,2020-12-01
Kab. Kuningan,2020,Januari,248.0,2.0,250.0,0.008,1,2020-01-01
Kab. Kuningan,2020,Februari,234.0,0.0,234.0,0.0,2,2020-02-01
Kab. Kuningan,2020,Maret,212.0,0.0,212.0,0.0,3,2020-03-01
Kab. Kuningan,2020,April,109.0,0.0,109.0,0.0,4,2020-04-01
Kab. Kuningan,2020,Mei,84.0,1.0,85.0,0.011764705882352941,5,2020-05-01
Kab. Kuningan,2020,Juni,227.0,4.0,231.0,0.017316017316017316,6,2020-06-01
Kab. Kuningan,2020,Juli,206.0,2.0,208.0,0.009615384615384616,7,2020-07-01
Kab. Kuningan,2020,Agustus,163.0,1.0,164.0,0.006097560975609756,8,2020-08-01
Kab. Kuningan,2020,September,219.0,2.0,221.0,0.00904977375565611,9,2020-09-01
Kab. Kuningan,2020,Oktober,164.0,4.0,168.0,0.023809523809523808,10,2020-10-01
Kab. Kuningan,2020,November,155.0,3.0,158.0,0.0189873417721519,11,2020-11-01
Kab. Kuningan,2020,Desember,127.0,2.0,129.0,0.015503875968992248,12,2020-12-01
Kab. Majalengka,2020,Januari,274.0,3.0,277.0,0.010830324909747292,1,2020-01-01
Kab. Majalengka,2020,Februari,264.0,1.0,265.0,0.0037735849056603774,2,2020-02-01
Kab. Majalengka,2020,Maret,231.0,0.0,231.0,0.0,3,2020-03-01
Kab. Majalengka,2020,April,154.0,1.0,155.0,0.0064516129032258064,4,2020-04-01
Kab. Majalengka,2020,Mei,108.0,1.0,109.0,0.009174311926605505,5,2020-05-01
Kab. Majalengka,2020,Juni,165.0,2.0,167.0,0.011976047904191617,6,2020-06-01
Kab. Majalengka,2020,Juli,205.0,8.0,213.0,0.03755868544600939,7,2020-07-01
Kab. Majalengka,2020,Agustus,161.0,1.0,162.0,0.006172839506172839,8,2020-08-01
Kab. Majalengka,2020,September,144.0,2.0,146.0,0.0136986301369863,9,2020-09-01
Kab. Majalengka,2020,Oktober,125.0,0.0,125.0,0.0,10,2020-10-01
Kab. Majalengka,2020,November,143.0,7.0,150.0,0.04666666666666667,11,2020-11-01
Kab. Majalengka,2020,Desember,91.0,2.0,93.0,0.021505376344086023,12,2020-12-01
Kab. Pangandaran,2020,Januari,54.0,0.0,54.0,0.0,1,2020-01-01
Kab. Pangandaran,2020,Februari,48.0,0.0,48.0,0.0,2,2020-02-01
Kab. Pangandaran,2020,Maret,45.0,1.0,46.0,0.021739130434782608,3,2020-03-01
Kab. Pangandaran,2020,April,47.0,1.0,48.0,0.020833333333333332,4,2020-04-01
Kab. Pangandaran,2020,Mei,28.0,0.0,28.0,0.0,5,2020-05-01
Kab. Pangandaran,2020,Juni,39.0,0.0,39.0,0.0,6,2020-06-01
Kab. Pangandaran,2020,Juli,40.0,1.0,41.0,0.024390243902439025,7,2020-07-01
Kab. Pangandaran,2020,Agustus,33.0,2.0,35.0,0.05714285714285714,8,2020-08-01
Kab. Pangandaran,2020,September,49.0,2.0,51.0,0.0392156862745098,9,2020-09-01
Kab. Pangandaran,2020,Oktober,37.0,2.0,39.0,0.05128205128205128,10,2020-10-01
Kab. Pangandaran,2020,November,32.0,0.0,32.0,0.0,11,2020-11-01
Kab. Pangandaran,2020,Desember,36.0,1.0,37.0,0.02702702702702703,12,2020-12-01
Kab. Purwakarta,2020,Januari,222.0,0.0,222.0,0.0,1,2020-01-01
Kab. Purwakarta,2020,Februari,210.0,1.0,211.0,0.004739336492890996,2,2020-02-01
Kab. Purwakarta,2020,Maret,231.0,0.0,231.0,0.0,3,2020-03-01
Kab. Purwakarta,2020,April,160.0,0.0,160.0,0.0,4,2020-04-01
Kab. Purwakarta,2020,Mei,104.0,0.0,104.0,0.0,5,2020-05-01
Kab. Purwakarta,2020,Juni,151.0,2.0,153.0,0.013071895424836602,6,2020-06-01
Kab. Purwakarta,2020,Juli,118.0,1.0,119.0,0.008403361344537815,7,2020-07-01
Kab. Purwakarta,2020,Agustus,119.0,0.0,119.0,0.0,8,2020-08-01
Kab. Purwakarta,2020,September,149.0,2.0,151.0,0.013245033112582781,9,2020-09-01
Kab. Purwakarta,2020,Oktober,183.0,0.0,183.0,0.0,10,2020-10-01
Kab. Purwakarta,2020,November,180.0,0.0,180.0,0.0,11,2020-11-01
Kab. Purwakarta,2020,Desember,156.0,0.0,156.0,0.0,12,2020-12-01
Kab. Subang,2020,Januari,510.0,11.0,521.0,0.02111324376199616,1,2020-01-01
Kab. Subang,2020,Februari,405.0,2.0,407.0,0.004914004914004914,2,2020-02-01
Kab. Subang,2020,Maret,388.0,4.0,392.0,0.01020408163265306,3,2020-03-01
Kab. Subang,2020,April,259.0,3.0,262.0,0.011450381679389313,4,2020-04-01
Kab. Subang,2020,Mei,153.0,1.0,154.0,0.006493506493506494,5,2020-05-01
Kab. Subang,2020,Juni,275.0,1.0,276.0,0.0036231884057971015,6,2020-06-01
Kab. Subang,2020,Juli,246.0,2.0,248.0,0.008064516129032258,7,2020-07-01
Kab. Subang,2020,Agustus,254.0,6.0,260.0,0.023076923076923078,8,2020-08-01
Kab. Subang,2020,September,279.0,6.0,285.0,0.021052631578947368,9,2020-09-01
Kab. Subang,2020,Oktober,239.0,2.0,241.0,0.008298755186721992,10,2020-10-01
Kab. Subang,2020,November,239.0,3.0,242.0,0.012396694214876033,11,2020-11-01
Kab. Subang,2020,Desember,152.0,4.0,156.0,0.02564102564102564,12,2020-12-01
Kab. Sukabumi,2020,Januari,739.0,7.0,746.0,0.00938337801608579,1,2020-01-01
Kab. Sukabumi,2020,Februari,594.0,6.0,600.0,0.01,2,2020-02-01
Kab. Sukabumi,2020,Maret,437.0,2.0,439.0,0.004555808656036446,3,2020-03-01
Kab. Sukabumi,2020,April,391.0,2.0,393.0,0.005089058524173028,4,2020-04-01
Kab. Sukabumi,2020,Mei,280.0,0.0,280.0,0.0,5,2020-05-01
Kab. Sukabumi,2020,Juni,390.0,2.0,392.0,0.00510204081632653,6,2020-06-01
Kab. Sukabumi,2020,Juli,364.0,1.0,365.0,0.0027397260273972603,7,2020-07-01
Kab. Sukabumi,2020,Agustus,315.0,3.0,318.0,0.009433962264150943,8,2020-08-01
Kab. Sukabumi,2020,September,322.0,1.0,323.0,0.0030959752321981426,9,2020-09-01
Kab. Sukabumi,2020,Oktober,233.0,0.0,233.0,0.0,10,2020-10-01
Kab. Sukabumi,2020,November,235.0,1.0,236.0,0.00423728813559322,11,2020-11-01
Kab. Sukabumi,2020,Desember,217.0,1.0,218.0,0.0045871559633027525,12,2020-12-01
Kab. Sumedang,2020,Januari,237.0,2.0,239.0,0.008368200836820083,1,2020-01-01
Kab. Sumedang,2020,Februari,177.0,1.0,178.0,0.0056179775280898875,2,2020-02-01
Kab. Sumedang,2020,Maret,164.0,0.0,164.0,0.0,3,2020-03-01
Kab. Sumedang,2020,April,121.0,2.0,123.0,0.016260162601626018,4,2020-04-01
Kab. Sumedang,2020,Mei,100.0,0.0,100.0,0.0,5,2020-05-01
Kab. Sumedang,2020,Juni,143.0,1.0,144.0,0.006944444444444444,6,2020-06-01
Kab. Sumedang,2020,Juli,146.0,4.0,150.0,0.02666666666666667,7,2020-07-01
Kab. Sumedang,2020,Agustus,120.0,2.0,122.0,0.01639344262295082,8,2020-08-01
Kab. Sumedang,2020,September,174.0,1.0,175.0,0.005714285714285714,9,2020-09-01
Kab. Sumedang,2020,Oktober,130.0,2.0,132.0,0.015151515151515152,10,2020-10-01
Kab. Sumedang,2020,November,154.0,2.0,156.0,0.01282051282051282,11,2020-11-01
Kab. Sumedang,2020,Desember,125.0,0.0,125.0,0.0,12,2020-12-01
Kab. Tasikmalaya,2020,Januari,222.0,4.0,226.0,0.017699115044247787,1,2020-01-01
Kab. Tasikmalaya,2020,Februari,224.0,7.0,231.0,0.030303030303030304,2,2020-02-01
Kab. Tasikmalaya,2020,Maret,196.0,5.0,201.0,0.024875621890547265,3,2020-03-01
Kab. Tasikmalaya,2020,April,154.0,8.0,162.0,0.04938271604938271,4,2020-04-01
Kab. Tasikmalaya,2020,Mei,122.0,7.0,129.0,0.05426356589147287,5,2020-05-01
Kab. Tasikmalaya,2020,Juni,203.0,6.0,209.0,0.028708133971291867,6,2020-06-01
Kab. Tasikmalaya,2020,Juli,181.0,7.0,188.0,0.03723404255319149,7,2020-07-01
Kab. Tasikmalaya,2020,Agustus,174.0,8.0,182.0,0.04395604395604396,8,2020-08-01
Kab. Tasikmalaya,2020,September,195.0,1.0,196.0,0.00510204081632653,9,2020-09-01
Kab. Tasikmalaya,2020,Oktober,164.0,1.0,165.0,0.006060606060606061,10,2020-10-01
Kab. Tasikmalaya,2020,November,180.0,3.0,183.0,0.01639344262295082,11,2020-11-01
Kab. Tasikmalaya,2020,Desember,146.0,10.0,156.0,0.0641025641025641,12,2020-12-01
Kota Bandung,2020,Januari,1340.0,43.0,1383.0,0.03109182935647144,1,2020-01-01
Kota Bandung,2020,Februari,1093.0,49.0,1142.0,0.042907180385288964,2,2020-02-01
Kota Bandung,2020,Maret,1035.0,45.0,1080.0,0.041666666666666664,3,2020-03-01
Kota Bandung,2020,April,585.0,7.0,592.0,0.011824324324324325,4,2020-04-01
Kota Bandung,2020,Mei,542.0,6.0,548.0,0.010948905109489052,5,2020-05-01
Kota Bandung,2020,Juni,777.0,34.0,811.0,0.04192355117139334,6,2020-06-01
Kota Bandung,2020,Juli,757.0,29.0,786.0,0.03689567430025445,7,2020-07-01
Kota Bandung,2020,Agustus,750.0,28.0,778.0,0.03598971722365039,8,2020-08-01
Kota Bandung,2020,September,830.0,17.0,847.0,0.020070838252656435,9,2020-09-01
Kota Bandung,2020,Oktober,759.0,10.0,769.0,0.013003901170351105,10,2020-10-01
Kota Bandung,2020,November,750.0,13.0,763.0,0.01703800786369594,11,2020-11-01
Kota Bandung,2020,Desember,637.0,14.0,651.0,0.021505376344086023,12,2020-12-01
Kota Banjar,2020,Januari,76.0,0.0,76.0,0.0,1,2020-01-01
Kota Banjar,2020,Februari,98.0,0.0,98.0,0.0,2,2020-02-01
Kota Banjar,2020,Maret,88.0,0.0,88.0,0.0,3,2020-03-01
Kota Banjar,2020,April,26.0,0.0,26.0,0.0,4,2020-04-01
Kota Banjar,2020,Mei,11.0,0.0,11.0,0.0,5,2020-05-01
Kota Banjar,2020,Juni,16.0,0.0,16.0,0.0,6,2020-06-01
Kota Banjar,2020,Juli,18.0,0.0,18.0,0.0,7,2020-07-01
Kota Banjar,2020,Agustus,18.0,1.0,19.0,0.05263157894736842,8,2020-08-01
Kota Banjar,2020,September,15.0,0.0,15.0,0.0,9,2020-09-01
Kota Banjar,2020,Oktober,18.0,0.0,18.0,0.0,10,2020-10-01
Kota Banjar,2020,November,14.0,0.0,14.0,0.0,11,2020-11-01
Kota Banjar,2020,Desember,8.0,0.0,8.0,0.0,12,2020-12-01
Kota Bekasi,2020,Januari,813.0,6.0,819.0,0.007326007326007326,1,2020-01-01
Kota Bekasi,2020,Februari,738.0,6.0,744.0,0.008064516129032258,2,2020-02-01
Kota Bekasi,2020,Maret,625.0,1.0,626.0,0.001597444089456869,3,2020-03-01
Kota Bekasi,2020,April,495.0,6.0,501.0,0.011976047904191617,4,2020-04-01
Kota Bekasi,2020,Mei,372.0,4.0,376.0,0.010638297872340425,5,2020-05-01
Kota Bekasi,2020,Juni,610.0,3.0,613.0,0.004893964110929853,6,2020-06-01
Kota Bekasi,2020,Juli,591.0,7.0,598.0,0.011705685618729096,7,2020-07-01
Kota Bekasi,2020,Agustus,424.0,4.0,428.0,0.009345794392523364,8,2020-08-01
Kota Bekasi,2020,September,438.0,0.0,438.0,0.0,9,2020-09-01
Kota Bekasi,2020,Oktober,352.0,1.0,353.0,0.0028328611898017,10,2020-10-01
Kota Bekasi,2020,November,404.0,4.0,408.0,0.00980392156862745,11,2020-11-01
Kota Bekasi,2020,Desember,384.0,2.0,386.0,0.0051813471502590676,12,2020-12-01
Kota Bogor,2020,Januari,373.0,1.0,374.0,0.00267379679144385,1,2020-01-01
Kota Bogor,2020,Februari,302.0,0.0,302.0,0.0,2,2020-02-01
Kota Bogor,2020,Maret,255.0,0.0,255.0,0.0,3,2020-03-01
Kota Bogor,2020,April,199.0,0.0,199.0,0.0,4,2020-04-01
Kota Bogor,2020,Mei,165.0,0.0,165.0,0.0,5,2020-05-01
Kota Bogor,2020,Juni,228.0,0.0,228.0,0.0,6,2020-06-01
Kota Bogor,2020,Juli,292.0,0.0,292.0,0.0,7,2020-07-01
Kota Bogor,2020,Agustus,227.0,0.0,227.0,0.0,8,2020-08-01
Kota Bogor,2020,September,206.0,0.0,206.0,0.0,9,2020-09-01
Kota Bogor,2020,Oktober,214.0,1.0,215.0,0.004651162790697674,10,2020-10-01
Kota Bogor,2020,November,198.0,0.0,198.0,0.0,11,2020-11-01
Kota Bogor,2020,Desember,154.0,1.0,155.0,0.0064516129032258064,12,2020-12-01
Kota Cimahi,2020,Januari,300.0,3.0,303.0,0.009900990099009901,1,2020-01-01
Kota Cimahi,2020,Februari,260.0,1.0,261.0,0.0038314176245210726,2,2020-02-01
Kota Cimahi,2020,Maret,237.0,1.0,238.0,0.004201680672268907,3,2020-03-01
Kota Cimahi,2020,April,142.0,0.0,142.0,0.0,4,2020-04-01
Kota Cimahi,2020,Mei,103.0,0.0,103.0,0.0,5,2020-05-01
Kota Cimahi,2020,Juni,135.0,2.0,137.0,0.014598540145985401,6,2020-06-01
Kota Cimahi,2020,Juli,181.0,0.0,181.0,0.0,7,2020-07-01
Kota Cimahi,2020,Agustus,169.0,1.0,170.0,0.0058823529411764705,8,2020-08-01
Kota Cimahi,2020,September,181.0,1.0,182.0,0.005494505494505495,9,2020-09-01
Kota Cimahi,2020,Oktober,140.0,1.0,141.0,0.0070921985815602835,10,2020-10-01
Kota Cimahi,2020,November,151.0,2.0,153.0,0.013071895424836602,11,2020-11-01
Kota Cimahi,2020,Desember,145.0,0.0,145.0,0.0,12,2020-12-01
Kota Cirebon,2020,Januari,259.0,29.0,288.0,0.10069444444444445,1,2020-01-01
Kota Cirebon,2020,Februari,186.0,27.0,213.0,0.1267605633802817,2,2020-02-01
Kota Cirebon,2020,Maret,159.0,25.0,184.0,0.1358695652173913,3,2020-03-01
Kota Cirebon,2020,April,93.0,19.0,112.0,0.16964285714285715,4,2020-04-01
Kota Cirebon,2020,Mei,78.0,4.0,82.0,0.04878048780487805,5,2020-05-01
Kota Cirebon,2020,Juni,131.0,3.0,134.0,0.022388059701492536,6,2020-06-01
Kota Cirebon,2020,Juli,123.0,3.0,126.0,0.023809523809523808,7,2020-07-01
Kota Cirebon,2020,Agustus,100.0,7.0,107.0,0.06542056074766354,8,2020-08-01
Kota Cirebon,2020,September,121.0,10.0,131.0,0.07633587786259542,9,2020-09-01
Kota Cirebon,2020,Oktober,87.0,4.0,91.0,0.04395604395604396,10,2020-10-01
Kota Cirebon,2020,November,103.0,5.0,108.0,0.046296296296296294,11,2020-11-01
Kota Cirebon,2020,Desember,86.0,6.0,92.0,0.06521739130434782,12,2020-12-01
Kota Depok,2020,Januari,532.0,8.0,540.0,0.014814814814814815,1,2020-01-01
Kota Depok,2020,Februari,438.0,2.0,440.0,0.004545454545454545,2,2020-02-01
Kota Depok,2020,Maret,394.0,2.0,396.0,0.005050505050505051,3,2020-03-01
Kota Depok,2020,April,253.0,2.0,255.0,0.00784313725490196,4,2020-04-01
Kota Depok,2020,Mei,191.0,2.0,193.0,0.010362694300518135,5,2020-05-01
Kota Depok,2020,Juni,301.0,4.0,305.0,0.013114754098360656,6,2020-06-01
Kota Depok,2020,Juli,317.0,2.0,319.0,0.006269592476489028,7,2020-07-01
Kota Depok,2020,Agustus,301.0,4.0,305.0,0.013114754098360656,8,2020-08-01
Kota Depok,2020,September,263.0,2.0,265.0,0.007547169811320755,9,2020-09-01
Kota Depok,2020,Oktober,247.0,4.0,251.0,0.01593625498007968,10,2020-10-01
Kota Depok,2020,November,246.0,3.0,249.0,0.012048192771084338,11,2020-11-01
Kota Depok,2020,Desember,222.0,4.0,226.0,0.017699115044247787,12,2020-12-01
Kota Sukabumi,2020,Januari,150.0,0.0,150.0,0.0,1,2020-01-01
Kota Sukabumi,2020,Februari,125.0,1.0,126.0,0.007936507936507936,2,2020-02-01
Kota Sukabumi,2020,Maret,127.0,0.0,127.0,0.0,3,2020-03-01
Kota Sukabumi,2020,April,76.0,0.0,76.0,0.0,4,2020-04-01
Kota Sukabumi,2020,Mei,65.0,0.0,65.0,0.0,5,2020-05-01
Kota Sukabumi,2020,Juni,106.0,0.0,106.0,0.0,6,2020-06-01
Kota Sukabumi,2020,Juli,122.0,1.0,123.0,0.008130081300813009,7,2020-07-01
Kota Sukabumi,2020,Agustus,125.0,0.0,125.0,0.0,8,2020-08-01
